customer_id,age,gender,location,income_bracket,total_purchases,avg_purchase_value,purchase_frequency,last_purchase_date,preferred_payment,frequent_categories,premium_product_affinity,brand_loyalty_score,website_visits_30d,avg_session_duration,cart_abandonment_rate,email_engagement_rate,customer_lifetime_value,churn_risk_score,satisfaction_score,promotion_response_rate,discount_sensitivity
CUST000706,42,M,New York,Medium,4,53.99,0.98,2023-12-16,Credit Card,['Electronics'],0.131,0.56,4,1.6,0.274,0.652,244.15,0.337,3.81,0.186,0.626
CUST000707,19,F,Philadelphia,Low,6,57.26,0.29,2024-01-02,Bank Transfer,"['Home & Garden', 'Clothing']",0.225,0.607,11,4.28,0.439,0.719,420.86,0.182,3.18,0.107,0.379
CUST000708,56,M,Los Angeles,High,4,64.82,3.36,2024-01-05,Debit Card,"['Food', 'Sports']",0.347,0.515,24,2.41,0.362,0.251,349.16,0.563,3.22,0.664,0.469
CUST000709,18,M,San Diego,Low,1,143.53,1.18,2023-10-24,Bank Transfer,['Books'],0.23,0.415,10,0.58,0.186,0.208,176.47,0.547,4.44,0.582,0.813
CUST000710,55,F,Dallas,Low,3,136.56,0.46,2023-12-26,Debit Card,"['Books', 'Sports', 'Electronics']",0.778,0.482,4,6.54,0.43,0.634,728.4,0.6,3.35,0.319,0.558
CUST000711,37,M,Houston,Medium,3,99.86,1.93,2023-12-13,PayPal,"['Beauty', 'Electronics', 'Home & Garden']",0.402,0.444,7,10.18,0.414,0.271,419.87,0.706,4.47,0.612,0.338
CUST000712,33,F,Phoenix,Medium,7,57.63,0.8,2023-12-06,Credit Card,"['Books', 'Home & Garden', 'Electronics']",0.308,0.899,7,2.63,0.156,0.196,527.49,0.708,3.92,0.592,0.605
CUST000713,28,M,San Diego,Low,4,77.46,0.71,2023-11-29,PayPal,['Food'],0.329,0.379,1,5.11,0.56,0.374,411.64,0.145,3.92,0.295,0.676
CUST000714,39,F,Chicago,Medium,6,163.46,0.75,2023-11-05,Bank Transfer,['Home & Garden'],0.113,0.874,1,1.39,0.395,0.371,1091.29,0.381,3.63,0.376,0.357
CUST000715,34,M,Phoenix,Medium,5,85.47,0.79,2023-10-29,Credit Card,"['Electronics', 'Books']",0.235,0.909,9,0.27,0.258,0.678,527.98,0.157,3.98,0.528,0.396
CUST000716,48,M,Chicago,Low,6,83.83,0.77,2024-01-05,Credit Card,['Books'],0.416,0.919,8,5.18,0.264,0.307,712.05,0.149,4.77,0.519,0.397
CUST000717,36,F,San Jose,Low,6,67.28,0.72,2023-12-19,PayPal,['Sports'],0.132,0.558,8,1.19,0.152,0.676,456.92,0.353,3.64,0.43,0.307
CUST000718,36,M,Chicago,Medium,11,145.6,0.52,2023-11-22,Debit Card,['Electronics'],0.542,0.725,4,0.61,0.321,0.499,2469.03,0.077,3.83,0.459,0.243
CUST000719,30,F,Chicago,Low,2,62.57,0.43,2023-12-19,PayPal,"['Electronics', 'Food']",0.399,0.164,3,3.54,0.066,0.614,175.07,0.277,4.39,0.544,0.486
CUST000720,34,M,San Antonio,High,3,128.07,0.9,2023-11-08,Bank Transfer,"['Food', 'Sports']",0.122,0.913,8,2.28,0.3,0.37,431.19,0.326,3.42,0.394,0.438
CUST000721,38,M,San Antonio,High,8,72.7,0.44,2024-01-08,Debit Card,"['Food', 'Home & Garden', 'Books']",0.137,0.441,5,2.41,0.261,0.353,661.49,0.431,3.38,0.841,0.646
CUST000722,18,F,San Antonio,High,10,117.19,1.01,2023-11-13,PayPal,"['Books', 'Electronics', 'Food']",0.119,0.893,5,0.68,0.534,0.286,1311.49,0.383,3.98,0.465,0.592
CUST000723,18,M,San Jose,Low,13,104.3,1.87,2023-10-27,PayPal,['Home & Garden'],0.106,0.839,4,6.43,0.166,0.376,1499.2,0.204,4.6,0.266,0.32
CUST000724,43,F,San Diego,High,10,89.19,0.79,2023-12-10,Debit Card,['Books'],0.058,0.623,12,9.11,0.369,0.048,943.68,0.046,3.96,0.719,0.881
CUST000725,37,Other,Phoenix,Medium,3,78.71,0.93,2023-12-12,Debit Card,"['Home & Garden', 'Electronics']",0.122,0.856,5,0.45,0.115,0.077,265.04,0.473,3.86,0.636,0.988
CUST000726,32,F,Phoenix,Medium,7,109.24,1.6,2024-01-15,Debit Card,"['Books', 'Electronics', 'Food']",0.56,0.408,15,6.63,0.052,0.448,1193.06,0.096,3.98,0.525,0.687
CUST000727,35,F,Houston,Low,3,103.79,0.67,2023-10-21,PayPal,"['Sports', 'Beauty', 'Clothing']",0.293,0.408,14,1.22,0.4,0.649,402.7,0.289,3.96,0.135,0.441
CUST000728,39,M,San Antonio,Low,4,68.89,0.5,2023-12-15,Debit Card,"['Sports', 'Clothing', 'Beauty']",0.098,0.508,1,6.83,0.67,0.307,302.66,0.069,3.68,0.239,0.755
CUST000729,28,M,San Jose,Medium,3,153.09,0.05,2023-10-24,Debit Card,['Food'],0.415,0.354,5,1.42,0.13,0.227,649.95,0.242,4.47,0.483,0.225
CUST000730,25,M,Houston,Medium,1,137.94,0.87,2023-12-11,Debit Card,['Beauty'],0.586,0.133,8,1.58,0.551,0.541,218.81,0.205,4.11,0.205,0.542
CUST000731,37,F,Los Angeles,Low,10,58.23,0.5,2024-01-04,Credit Card,['Books'],0.229,0.572,4,0.63,0.487,0.263,715.77,0.463,3.74,0.371,0.756
CUST000732,23,Other,Houston,Medium,3,61.61,0.64,2023-11-15,Bank Transfer,"['Home & Garden', 'Sports']",0.363,0.851,14,2.45,0.406,0.604,251.87,0.157,4.03,0.898,0.401
CUST000733,39,M,San Diego,Low,5,34.79,0.09,2023-12-10,Debit Card,"['Food', 'Beauty', 'Electronics']",0.66,0.774,4,1.0,0.541,0.403,288.83,0.265,3.84,0.908,0.583
CUST000734,18,F,Dallas,Medium,6,131.8,0.64,2023-11-25,Bank Transfer,"['Beauty', 'Books']",0.047,0.25,4,2.76,0.582,0.466,827.63,0.433,3.29,0.155,0.57
CUST000735,47,M,Chicago,Medium,6,80.34,0.3,2024-01-16,Debit Card,"['Beauty', 'Home & Garden', 'Food']",0.281,0.33,4,2.11,0.119,0.396,617.52,0.2,5.0,0.386,0.72
CUST000736,40,F,San Antonio,High,5,92.34,0.25,2023-12-06,Debit Card,['Books'],0.275,0.665,6,1.88,0.175,0.415,588.89,0.64,4.07,0.841,0.411
CUST000737,38,M,Dallas,High,4,60.52,0.34,2023-11-26,Credit Card,"['Sports', 'Clothing']",0.259,0.424,9,1.52,0.564,0.452,304.85,0.317,3.5,0.669,0.579
CUST000738,46,Other,Houston,Medium,5,92.44,0.3,2024-01-15,Credit Card,"['Clothing', 'Food']",0.376,0.538,0,1.45,0.281,0.665,636.04,0.1,3.43,0.117,0.347
CUST000739,54,F,San Jose,Medium,4,106.48,1.42,2023-12-08,Debit Card,['Electronics'],0.299,0.801,3,1.95,0.314,0.609,553.46,0.148,3.26,0.631,0.471
CUST000740,47,M,Chicago,Medium,8,47.14,1.66,2024-01-10,Debit Card,"['Home & Garden', 'Books', 'Clothing']",0.143,0.473,7,10.37,0.25,0.172,431.07,0.435,3.63,0.321,0.672
CUST000741,18,M,Phoenix,High,19,105.41,0.88,2023-10-20,Debit Card,"['Beauty', 'Electronics', 'Sports']",0.311,0.728,12,3.52,0.419,0.417,2625.77,0.184,3.41,0.511,0.695
CUST000742,19,M,New York,Medium,6,102.9,2.36,2023-11-04,Bank Transfer,"['Books', 'Sports', 'Electronics']",0.406,0.387,10,2.39,0.052,0.08,868.17,0.111,3.89,0.18,0.379
CUST000743,27,M,Chicago,Low,5,167.64,0.61,2023-11-16,Debit Card,"['Clothing', 'Electronics', 'Sports']",0.313,0.728,8,7.66,0.074,0.281,1100.76,0.273,4.82,0.479,0.695
CUST000744,35,M,San Diego,Low,7,108.35,0.38,2023-11-14,Bank Transfer,['Home & Garden'],0.307,0.469,2,3.02,0.483,0.427,991.29,0.534,3.65,0.167,0.646
CUST000745,41,F,San Diego,Medium,7,57.33,0.76,2023-10-31,Credit Card,['Electronics'],0.073,0.432,6,4.9,0.071,0.186,430.62,0.096,5.0,0.559,0.232
CUST000746,26,F,Houston,Medium,7,59.75,0.35,2024-01-14,Bank Transfer,['Beauty'],0.15,0.629,7,2.96,0.407,0.573,481.17,0.117,4.33,0.283,0.631
CUST000747,37,F,Los Angeles,High,4,102.29,0.82,2023-11-11,Debit Card,['Sports'],0.702,0.765,3,4.92,0.034,0.437,696.25,0.452,5.0,0.425,0.316
CUST000748,25,M,San Diego,Low,4,79.19,1.23,2024-01-08,Credit Card,"['Electronics', 'Sports']",0.037,0.243,9,2.89,0.513,0.275,328.43,0.038,3.35,0.848,0.413
CUST000749,27,F,San Diego,Medium,8,127.32,0.34,2023-11-04,PayPal,"['Electronics', 'Sports']",0.19,0.706,18,8.49,0.804,0.18,1211.89,0.278,3.65,0.355,0.436
CUST000750,18,F,San Jose,High,3,46.16,2.06,2023-11-29,Credit Card,"['Books', 'Home & Garden']",0.339,0.229,7,2.19,0.416,0.624,185.43,0.384,3.68,0.356,0.56
CUST000751,23,M,Houston,High,6,134.39,2.88,2023-12-26,PayPal,['Food'],0.26,0.213,7,0.35,0.158,0.516,1015.89,0.299,3.96,0.677,0.552
CUST000752,18,F,Chicago,Medium,2,100.73,2.54,2023-11-18,Bank Transfer,"['Food', 'Clothing', 'Beauty']",0.321,0.725,2,4.21,0.158,0.511,266.15,0.211,4.34,0.195,0.447
CUST000753,23,F,Los Angeles,Medium,1,169.55,0.13,2023-12-02,Credit Card,"['Beauty', 'Sports']",0.292,0.774,21,2.56,0.611,0.854,219.07,0.22,3.24,0.741,0.523
CUST000754,47,M,Dallas,Medium,8,87.97,0.53,2024-01-15,Credit Card,"['Clothing', 'Books']",0.181,0.689,5,1.59,0.576,0.514,831.1,0.139,4.43,0.819,0.466
CUST000755,23,M,New York,High,5,58.52,0.96,2024-01-01,Credit Card,['Sports'],0.239,0.501,4,1.37,0.608,0.408,362.57,0.364,3.65,0.682,0.437
CUST000756,66,F,San Antonio,Low,4,55.7,0.22,2023-12-27,Bank Transfer,"['Books', 'Food', 'Home & Garden']",0.298,0.47,6,4.83,0.197,0.195,289.15,0.133,4.91,0.146,0.7
CUST000757,40,M,Phoenix,High,5,108.36,0.24,2024-01-02,Debit Card,"['Home & Garden', 'Beauty', 'Clothing']",0.022,0.542,6,1.44,0.581,0.06,553.88,0.136,4.18,0.588,0.557
CUST000758,37,F,San Diego,Medium,11,50.23,0.12,2023-10-30,Bank Transfer,"['Home & Garden', 'Books', 'Clothing']",0.439,0.799,5,0.99,0.425,0.519,795.36,0.102,4.63,0.615,0.365
CUST000759,24,F,Houston,Medium,4,221.93,0.81,2024-01-15,Credit Card,['Home & Garden'],0.537,0.753,2,2.99,0.062,0.291,1364.32,0.263,3.77,0.511,0.498
CUST000760,43,F,San Antonio,Low,3,86.36,1.01,2023-11-27,Debit Card,"['Sports', 'Beauty', 'Home & Garden']",0.376,0.863,10,1.68,0.506,0.863,356.4,0.225,4.27,0.702,0.262
CUST000761,28,M,Phoenix,Medium,2,177.78,1.6,2023-12-16,Credit Card,"['Beauty', 'Home & Garden']",0.114,0.423,4,7.38,0.264,0.502,396.19,0.211,3.76,0.473,0.701
CUST000762,36,M,Phoenix,Medium,10,39.54,1.13,2023-12-07,Credit Card,"['Home & Garden', 'Beauty']",0.138,0.605,8,5.49,0.191,0.425,449.98,0.153,4.3,0.118,0.458
CUST000763,65,F,Dallas,Low,5,23.65,1.26,2024-01-16,PayPal,"['Beauty', 'Sports']",0.096,0.276,5,8.83,0.153,0.673,129.59,0.181,4.12,0.321,0.429
CUST000764,33,F,Dallas,Medium,10,65.07,0.15,2023-12-10,Credit Card,['Sports'],0.073,0.631,6,3.26,0.422,0.083,698.01,0.589,4.77,0.386,0.522
CUST000765,48,M,Dallas,High,6,111.5,0.94,2023-12-03,Bank Transfer,"['Books', 'Food', 'Clothing']",0.293,0.514,1,4.06,0.292,0.313,865.13,0.322,4.47,0.381,0.542
CUST000766,26,F,Philadelphia,Medium,4,98.01,0.74,2023-12-01,Bank Transfer,['Food'],0.142,0.524,3,3.31,0.361,0.408,447.63,0.129,4.24,0.27,0.702
CUST000767,34,F,Philadelphia,Medium,12,69.88,0.45,2023-12-22,Bank Transfer,"['Electronics', 'Books', 'Sports']",0.096,0.395,14,3.28,0.076,0.097,919.01,0.092,4.1,0.345,0.409
CUST000768,56,M,Phoenix,Low,4,110.76,0.58,2024-01-03,Debit Card,['Sports'],0.429,0.764,16,0.48,0.45,0.16,633.15,0.217,4.04,0.383,0.412
CUST000769,27,M,Dallas,Medium,5,82.66,1.02,2024-01-11,PayPal,"['Books', 'Food']",0.57,0.913,4,1.79,0.476,0.164,648.65,0.414,3.26,0.308,0.533
CUST000770,56,F,San Jose,Low,5,51.01,1.32,2023-11-22,PayPal,['Home & Garden'],0.733,0.493,4,4.55,0.503,0.658,442.07,0.181,3.43,0.82,0.325
CUST000771,43,M,San Diego,Medium,17,189.96,2.64,2023-12-07,Credit Card,['Books'],0.096,0.699,4,0.51,0.527,0.618,3539.44,0.277,3.55,0.771,0.601
CUST000772,28,M,San Antonio,High,4,22.73,1.06,2024-01-09,Credit Card,['Clothing'],0.175,0.613,0,5.69,0.57,0.119,106.78,0.4,4.83,0.545,0.632
CUST000773,42,M,San Antonio,Medium,5,104.48,1.41,2024-01-12,PayPal,"['Sports', 'Electronics']",0.186,0.346,6,11.25,0.551,0.222,619.28,0.194,3.73,0.466,0.192
CUST000774,46,M,Philadelphia,Low,7,95.19,1.38,2023-11-22,Debit Card,['Food'],0.425,0.388,14,5.4,0.429,0.175,949.36,0.313,3.78,0.608,0.699
CUST000775,42,F,Phoenix,Medium,5,96.33,1.67,2023-11-03,Bank Transfer,['Beauty'],0.507,0.744,0,3.25,0.905,0.257,725.77,0.345,4.31,0.289,0.21
CUST000776,18,F,Houston,Medium,5,147.16,0.3,2023-12-19,Credit Card,"['Books', 'Food']",0.265,0.693,18,8.57,0.464,0.355,930.41,0.081,3.54,0.537,0.293
CUST000777,26,M,Chicago,Medium,7,54.91,0.83,2023-11-24,PayPal,"['Beauty', 'Books', 'Home & Garden']",0.135,0.916,19,3.56,0.455,0.405,436.15,0.103,4.71,0.608,0.649
CUST000778,32,F,Chicago,High,2,53.5,0.36,2023-10-26,Debit Card,['Beauty'],0.151,0.618,13,1.47,0.734,0.345,123.13,0.249,2.72,0.566,0.582
CUST000779,34,F,Philadelphia,High,4,147.33,0.38,2023-10-26,Bank Transfer,"['Clothing', 'Sports']",0.166,0.704,3,0.73,0.47,0.359,686.98,0.216,4.62,0.536,0.203
CUST000780,42,F,Houston,Medium,3,121.99,1.08,2023-11-25,Credit Card,['Books'],0.223,0.817,6,2.27,0.402,0.644,447.5,0.617,4.93,0.387,0.117
CUST000781,37,M,Philadelphia,Medium,9,173.22,1.1,2023-12-22,Bank Transfer,"['Sports', 'Electronics']",0.309,0.779,16,2.18,0.08,0.14,2040.23,0.082,4.17,0.555,0.546
CUST000782,18,M,Chicago,Low,2,84.56,1.05,2023-10-26,Bank Transfer,"['Electronics', 'Sports', 'Home & Garden']",0.528,0.408,3,1.01,0.28,0.626,258.39,0.128,3.65,0.257,0.639
CUST000783,39,Other,Houston,Low,5,83.29,0.5,2023-11-20,PayPal,"['Books', 'Sports', 'Food']",0.342,0.612,7,2.66,0.165,0.374,558.88,0.263,4.47,0.483,0.33
CUST000784,42,F,Dallas,Medium,5,140.29,0.85,2024-01-11,PayPal,['Clothing'],0.22,0.846,2,1.69,0.27,0.342,855.44,0.129,3.63,0.459,0.233
CUST000785,41,M,Phoenix,Medium,6,162.13,0.64,2023-12-09,Bank Transfer,"['Books', 'Food']",0.37,0.641,4,3.7,0.408,0.484,1332.33,0.253,5.0,0.461,0.507
CUST000786,47,M,San Antonio,Medium,10,51.32,1.05,2023-11-07,Bank Transfer,"['Food', 'Books', 'Home & Garden']",0.173,0.692,5,3.91,0.125,0.333,601.81,0.152,4.28,0.206,0.37
CUST000787,45,M,San Jose,Medium,4,216.31,1.63,2024-01-16,Credit Card,"['Sports', 'Books', 'Beauty']",0.201,0.36,4,5.16,0.125,0.496,1039.59,0.208,3.54,0.967,0.518
CUST000788,40,F,Los Angeles,Low,5,74.9,0.34,2024-01-04,Debit Card,"['Books', 'Clothing']",0.241,0.801,2,2.19,0.165,0.568,464.91,0.67,4.41,0.428,0.52
CUST000789,34,F,Phoenix,Medium,8,104.02,0.78,2024-01-08,Debit Card,['Home & Garden'],0.473,0.293,5,5.42,0.427,0.377,1225.53,0.156,3.48,0.344,0.613
CUST000790,18,F,Dallas,Low,3,121.11,1.41,2023-11-29,Bank Transfer,"['Clothing', 'Beauty', 'Home & Garden']",0.188,0.787,15,1.53,0.211,0.285,431.51,0.083,3.6,0.67,0.801
CUST000791,40,M,Chicago,Low,5,148.99,0.17,2023-12-31,PayPal,"['Food', 'Electronics', 'Beauty']",0.295,0.658,3,3.12,0.413,0.265,964.56,0.608,4.39,0.636,0.305
CUST000792,37,F,Dallas,High,9,129.96,1.5,2023-12-31,Debit Card,"['Books', 'Electronics', 'Clothing']",0.366,0.389,7,3.22,0.671,0.796,1597.72,0.239,3.65,0.495,0.478
CUST000793,38,F,Philadelphia,Low,9,97.34,0.08,2024-01-02,Bank Transfer,['Clothing'],0.483,0.848,5,3.65,0.429,0.672,1299.31,0.327,4.06,0.441,0.375
CUST000794,19,M,Houston,Medium,14,129.38,0.3,2023-11-27,PayPal,"['Sports', 'Home & Garden', 'Clothing']",0.112,0.665,10,1.78,0.117,0.289,2013.37,0.077,4.29,0.511,0.921
CUST000795,22,F,San Antonio,Low,4,78.84,0.75,2023-11-10,Credit Card,"['Sports', 'Electronics']",0.416,0.631,4,3.3,0.222,0.274,446.5,0.305,3.66,0.388,0.302
CUST000796,47,Other,San Diego,High,12,71.69,0.62,2023-11-27,Debit Card,['Home & Garden'],0.46,0.64,8,4.2,0.212,0.175,1256.45,0.584,3.73,0.232,0.61
CUST000797,34,M,Philadelphia,Medium,5,95.86,0.56,2023-12-18,Credit Card,"['Food', 'Sports', 'Electronics']",0.072,0.767,6,2.9,0.34,0.035,513.77,0.116,4.86,0.243,0.585
CUST000798,43,F,Phoenix,Low,9,158.29,2.5,2023-10-26,PayPal,"['Sports', 'Clothing']",0.381,0.557,14,8.17,0.263,0.334,1966.93,0.119,4.34,0.362,0.542
CUST000799,35,M,Philadelphia,Medium,2,119.85,0.26,2023-12-26,Bank Transfer,"['Clothing', 'Beauty']",0.336,0.898,2,0.76,0.275,0.529,320.27,0.199,3.99,0.674,0.292
CUST000800,35,F,Phoenix,Medium,10,75.78,1.11,2023-12-07,Credit Card,['Electronics'],0.386,0.833,0,2.07,0.565,0.467,1050.63,0.53,3.96,0.516,0.269
CUST000801,46,F,San Diego,High,3,90.42,2.56,2023-10-29,Bank Transfer,"['Clothing', 'Food']",0.259,0.421,6,7.57,0.407,0.69,341.6,0.147,3.4,0.539,0.619
CUST000802,28,F,New York,Low,5,143.53,1.44,2023-11-17,Debit Card,['Clothing'],0.64,0.354,7,4.08,0.231,0.743,1176.86,0.232,4.24,0.894,0.861
CUST000803,36,F,San Antonio,High,14,106.31,1.02,2023-11-02,Credit Card,['Beauty'],0.196,0.564,7,8.06,0.421,0.041,1780.51,0.109,4.06,0.616,0.215
CUST000804,29,M,San Jose,High,9,100.41,0.93,2023-11-29,Debit Card,['Clothing'],0.196,0.687,13,4.76,0.698,0.273,1080.43,0.12,4.46,0.425,0.374
CUST000805,29,F,San Jose,High,11,101.45,0.56,2023-11-02,Debit Card,"['Home & Garden', 'Beauty']",0.172,0.483,9,3.01,0.262,0.333,1307.52,0.297,2.95,0.289,0.364
CUST000806,31,F,Los Angeles,Medium,7,52.69,0.53,2023-10-29,Debit Card,['Sports'],0.212,0.799,4,7.84,0.179,0.43,446.88,0.325,3.9,0.324,0.707
CUST000807,37,M,Dallas,Medium,3,36.26,0.22,2024-01-03,Debit Card,['Home & Garden'],0.238,0.317,4,2.41,0.355,0.521,134.66,0.174,3.96,0.601,0.718
CUST000808,29,F,New York,Medium,3,151.09,1.57,2023-10-20,Debit Card,"['Books', 'Clothing']",0.13,0.639,10,3.66,0.01,0.482,512.37,0.303,4.17,0.148,0.421
CUST000809,50,F,San Jose,Medium,2,95.55,0.24,2023-12-05,PayPal,['Food'],0.226,0.748,7,2.59,0.351,0.532,234.26,0.178,4.12,0.727,0.668
CUST000810,24,M,Philadelphia,Medium,2,102.7,0.74,2023-12-07,Credit Card,"['Beauty', 'Clothing', 'Electronics']",0.071,0.867,13,3.74,0.343,0.094,219.9,0.222,4.26,0.161,0.38
CUST000811,32,F,Dallas,Medium,6,76.96,0.61,2023-12-04,Bank Transfer,"['Food', 'Home & Garden']",0.082,0.532,3,3.35,0.32,0.432,499.43,0.155,3.9,0.211,0.733
CUST000812,29,F,New York,Medium,8,174.56,0.9,2023-12-14,Bank Transfer,"['Beauty', 'Books']",0.384,0.474,4,3.72,0.057,0.342,1933.31,0.098,3.38,0.309,0.786
CUST000813,52,M,Houston,Medium,7,73.77,1.22,2023-12-27,PayPal,"['Clothing', 'Books']",0.405,0.793,9,1.37,0.589,0.826,725.32,0.292,3.27,0.572,0.319
CUST000814,37,Other,Houston,High,5,82.31,0.54,2023-11-05,Bank Transfer,"['Food', 'Beauty', 'Home & Garden']",0.245,0.924,3,1.79,0.393,0.518,512.32,0.134,3.97,0.366,0.224
CUST000815,47,M,Dallas,Low,7,149.71,0.3,2023-11-04,Bank Transfer,['Sports'],0.437,0.768,10,1.12,0.328,0.123,1505.54,0.271,5.0,0.302,0.335
CUST000816,18,M,Phoenix,High,8,74.95,0.44,2023-12-11,Bank Transfer,"['Home & Garden', 'Food']",0.024,0.651,15,3.44,0.294,0.611,613.87,0.162,4.29,0.433,0.373
CUST000817,38,M,Phoenix,Medium,13,103.41,0.35,2023-11-09,Credit Card,"['Books', 'Home & Garden']",0.294,0.649,5,1.1,0.444,0.534,1739.35,0.102,5.0,0.626,0.706
CUST000818,45,F,Philadelphia,High,9,47.52,2.6,2023-11-15,Bank Transfer,"['Electronics', 'Books']",0.253,0.419,5,7.07,0.406,0.491,536.04,0.422,4.35,0.487,0.634
CUST000819,35,F,New York,Medium,19,60.89,1.87,2024-01-11,Credit Card,"['Beauty', 'Sports', 'Food']",0.285,0.66,9,2.44,0.327,0.38,1486.96,0.282,3.47,0.667,0.124
CUST000820,47,M,New York,Medium,3,43.85,0.21,2023-12-05,Bank Transfer,"['Sports', 'Clothing', 'Home & Garden']",0.154,0.868,1,1.09,0.661,0.502,151.75,0.331,3.94,0.321,0.362
CUST000821,28,M,Dallas,High,8,97.7,0.61,2023-11-03,Bank Transfer,"['Books', 'Electronics', 'Sports']",0.376,0.423,6,2.13,0.497,0.148,1075.69,0.219,5.0,0.539,0.603
CUST000822,51,F,Chicago,Low,4,100.63,0.34,2024-01-11,Credit Card,['Books'],0.45,0.941,13,4.18,0.715,0.118,583.61,0.274,4.39,0.871,0.556
CUST000823,62,M,Houston,High,7,103.38,0.45,2023-11-13,PayPal,['Books'],0.225,0.247,3,4.03,0.532,0.108,886.32,0.575,4.37,0.328,0.29
CUST000824,30,F,New York,Medium,5,83.67,0.5,2023-11-19,Bank Transfer,"['Books', 'Electronics', 'Home & Garden']",0.294,0.735,9,3.83,0.476,0.212,541.23,0.499,3.65,0.477,0.262
CUST000825,29,F,Dallas,Medium,5,85.78,0.37,2024-01-17,Debit Card,['Food'],0.214,0.22,6,1.44,0.392,0.536,520.48,0.246,4.0,0.69,0.748
CUST000826,52,F,San Diego,Medium,7,68.53,1.47,2023-11-17,Debit Card,"['Home & Garden', 'Sports', 'Clothing']",0.298,0.376,6,4.03,0.448,0.547,622.6,0.344,3.46,0.34,0.506
CUST000827,53,Other,Los Angeles,Medium,4,78.63,1.0,2023-10-23,PayPal,['Sports'],0.435,0.263,4,1.75,0.366,0.361,451.34,0.107,3.78,0.601,0.723
CUST000828,28,M,San Diego,Medium,10,48.79,0.94,2023-10-21,Debit Card,['Electronics'],0.321,0.96,11,6.08,0.119,0.7,644.4,0.116,4.08,0.099,0.474
CUST000829,29,Other,San Antonio,Low,4,110.65,2.01,2023-12-31,Credit Card,"['Food', 'Electronics', 'Clothing']",0.185,0.711,0,1.75,0.086,0.46,524.29,0.429,3.69,0.814,0.293
CUST000830,31,F,Philadelphia,Low,5,132.74,1.4,2024-01-11,Bank Transfer,"['Electronics', 'Beauty']",0.133,0.474,2,6.37,0.047,0.484,751.89,0.408,4.48,0.473,0.225
CUST000831,18,F,New York,Low,4,87.13,0.79,2023-11-25,Bank Transfer,"['Books', 'Sports']",0.32,0.5,10,1.47,0.416,0.298,459.91,0.099,3.71,0.711,0.297
CUST000832,23,M,San Antonio,High,7,85.95,0.96,2023-11-12,Bank Transfer,['Beauty'],0.713,0.979,14,9.54,0.189,0.196,1030.92,0.266,4.16,0.424,0.302
CUST000833,22,F,San Jose,High,5,97.85,1.57,2024-01-08,Bank Transfer,['Electronics'],0.056,0.499,5,2.89,0.057,0.603,516.86,0.11,4.49,0.605,0.754
CUST000834,25,M,San Antonio,Medium,4,172.43,1.5,2023-11-18,Debit Card,['Food'],0.03,0.653,9,0.86,0.027,0.199,710.73,0.314,5.0,0.464,0.422
CUST000835,34,M,Dallas,Medium,6,90.5,0.07,2023-11-20,Debit Card,['Beauty'],0.131,0.409,5,5.96,0.261,0.381,614.12,0.089,4.18,0.272,0.546
CUST000836,37,M,New York,Medium,3,94.14,1.08,2023-11-20,Debit Card,['Clothing'],0.068,0.791,10,12.62,0.354,0.343,301.63,0.308,3.49,0.378,0.608
CUST000837,53,F,Los Angeles,Medium,2,253.87,0.85,2023-11-10,Credit Card,['Books'],0.134,0.479,15,2.23,0.199,0.478,575.71,0.009,3.99,0.786,0.77
CUST000838,23,F,Dallas,High,9,84.55,1.27,2023-11-16,Debit Card,"['Electronics', 'Food', 'Books']",0.133,0.5,17,2.97,0.266,0.422,862.35,0.124,4.98,0.794,0.435
CUST000839,46,F,Dallas,High,4,109.37,0.13,2024-01-10,Debit Card,"['Clothing', 'Food']",0.203,0.556,6,2.76,0.127,0.745,526.2,0.316,4.48,0.447,0.767
CUST000840,32,F,Philadelphia,Medium,4,107.32,1.66,2023-11-01,Bank Transfer,"['Food', 'Electronics']",0.431,0.415,13,2.78,0.672,0.321,614.34,0.631,4.1,0.732,0.363
CUST000841,34,M,Philadelphia,Medium,10,79.44,1.32,2023-11-24,Debit Card,"['Sports', 'Clothing', 'Home & Garden']",0.526,0.458,13,3.65,0.524,0.143,1212.44,0.412,4.29,0.515,0.28
CUST000842,43,F,Houston,Low,5,112.62,0.58,2024-01-12,PayPal,"['Food', 'Beauty', 'Clothing']",0.204,0.459,5,1.69,0.62,0.193,678.08,0.081,4.14,0.821,0.466
CUST000843,21,M,Houston,High,5,45.32,2.36,2024-01-17,PayPal,"['Beauty', 'Food']",0.518,0.797,15,7.8,0.332,0.954,343.97,0.242,3.36,0.858,0.293
CUST000844,39,F,Phoenix,Low,16,85.84,0.29,2023-11-23,Bank Transfer,"['Food', 'Books']",0.316,0.739,3,3.33,0.525,0.127,1807.34,0.156,4.1,0.723,0.632
CUST000845,36,F,Chicago,Medium,2,60.19,0.92,2023-11-04,Debit Card,['Home & Garden'],0.482,0.549,6,2.03,0.344,0.195,178.39,0.269,3.65,0.903,0.624
CUST000846,40,F,New York,Medium,9,113.9,0.49,2023-10-22,PayPal,"['Beauty', 'Sports']",0.294,0.585,3,3.26,0.343,0.43,1326.33,0.259,3.73,0.745,0.73
CUST000847,38,F,New York,Medium,5,41.7,0.41,2024-01-08,PayPal,['Electronics'],0.153,0.26,13,3.18,0.54,0.585,240.35,0.298,3.86,0.562,0.063
